Set,Song
Set 1,A Song I Heard the Ocean Sing
Set 1,Kill Devil Falls
Set 1,Back on the Train
Set 1,Rift
Set 1,Meat
Set 1,It's Ice
Set 1,Guelah Papyrus
Set 1,Divided Sky
Set 1,Funky Bitch
Set 1,Cavern
Set 1,Stealing Time From the Faulty Plan
Set 1,David Bowie
Set 2,Carini
Set 2,Birds of a Feather
Set 2,Golden Age
Set 2,Prince Caspian
Set 2,Piper
Set 2,Boogie On Reggae Woman
Set 2,Saw It Again
Set 2,Mike's Song
Set 2,Legalize It
Set 2,Weekapaug Groove
Set 2,Show of Life
Set 2,Suzy Greenberg
Encore,Character Zero
