"Set","Song"
"Set 1","The Moma Dance"
"Set 1","Chalk Dust Torture"
"Set 1","Undermind"
"Set 1","Army of One"
"Set 1","Halley's Comet"
"Set 1","Twist"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","Yarmouth Road"
"Set 1","Tube"
"Set 1","Ocelot"
"Set 1","Suzy Greenberg"
"Set 2","Down with Disease"
"Set 2","Also Sprach Zarathustra"
"Set 2","Free"
"Set 2","Piper"
"Set 2","Tweezer"
"Set 2","Silent in the Morning"
"Set 2","Backwards Down the Number Line"
"Set 2","Cavern"
"Set 2","David Bowie"
"Encore","Loving Cup"
"Encore","The Squirming Coil"
"Encore","Tweezer Reprise"
