"Set","Song"
"Set 1","Grind"
"Set 1","Weigh"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","Lengthwise"
"Set 1","Maze"
"Set 1","Sample in a Jar"
"Set 1","NICU"
"Set 1","Mound"
"Set 1","Jesus Just Left Chicago"
"Set 1","Driver"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Axilla"
"Set 1","Bug"
"Set 1","Possum"
"Set 1","First Tube"
"Set 2","Rock and Roll"
"Set 2","Steam"
"Set 2","Backwards Down the Number Line"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Joy"
"Set 2","Fluffhead"
"Set 2","Also Sprach Zarathustra"
"Set 2","Slave to the Traffic Light"
"Encore","Waste"
"Encore","Suzy Greenberg"
