"Set","Song"
"Set 1","Rock and Roll"
"Set 1","Ocelot"
"Set 1","Tube"
"Set 1","Halfway to the Moon"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Lawn Boy"
"Set 1","Nellie Kane"
"Set 1","NICU"
"Set 1","A Song I Heard the Ocean Sing"
"Set 1","Walls of the Cave"
"Set 2","Chalk Dust Torture"
"Set 2","Tweezer"
"Set 2","Birds of a Feather"
"Set 2","Golden Age"
"Set 2","Halley's Comet"
"Set 2","Also Sprach Zarathustra"
"Set 2","Fluffhead"
"Set 2","Slave to the Traffic Light"
"Encore","Loving Cup"
"Encore","Tweezer Reprise"
