"Set","Song"
"Set 1","Buried Alive"
"Set 1","AC/DC Bag"
"Set 1","Wolfman's Brother"
"Set 1","Yarmouth Road"
"Set 1","Fee"
"Set 1","Halfway to the Moon"
"Set 1","The Wedge"
"Set 1","Halley's Comet"
"Set 1","Bathtub Gin"
"Set 1","Bouncing Around the Room"
"Set 1","Mound"
"Set 1","Gumbo"
"Set 1","Run Like an Antelope"
"Set 2","Chalk Dust Torture"
"Set 2","Light"
"Set 2","46 Days"
"Set 2","Steam"
"Set 2","Free"
"Set 2","Joy"
"Set 2","Also Sprach Zarathustra"
"Set 2","Tweezer"
"Set 2","Backwards Down the Number Line"
"Encore","On the Road Again"
"Encore","Tweezer Reprise"
