"Set","Song"
"Set 1","Architect"
"Set 1","Golgi Apparatus"
"Set 1","The Curtain With"
"Set 1","Kill Devil Falls"
"Set 1","The Moma Dance"
"Set 1","Maze"
"Set 1","Beauty of a Broken Heart"
"Set 1","Roses Are Free"
"Set 1","Say Something"
"Set 1","Ocelot"
"Set 1","After Midnight"
"Set 2","Down with Disease"
"Set 2","Undermind"
"Set 2","Light"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Also Sprach Zarathustra"
"Set 2","Walls of the Cave"
"Set 2","Fluffhead"
"Set 2","Run Like an Antelope"
"Encore","Show of Life"
"Encore","Good Times Bad Times"
