"Set","Song"
"Set 1","Bathtub Gin"
"Set 1","The Moma Dance"
"Set 1","Tube"
"Set 1","Fast Enough for You"
"Set 1","The Ballad of Curtis Loew"
"Set 1","Ya Mar"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","My Sweet One"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Ghost"
"Set 2","Down with Disease"
"Set 2","Steam"
"Set 2","Prince Caspian"
"Set 2","Boogie On Reggae Woman"
"Set 2","Theme From the Bottom"
"Set 2","The Wedge"
"Set 2","Silent in the Morning"
"Set 2","Harry Hood"
"Encore","Quinn the Eskimo"
