"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Cars Trucks Buses"
"Set 1","Taste"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","Train Song"
"Set 1","Billy Breathes"
"Set 1","Poor Heart"
"Set 1","David Bowie"
"Set 2","Rift"
"Set 2","Mike's Song"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Weekapaug Groove"
"Set 2","The Wedge"
"Set 2","Character Zero"
"Set 2","Suspicious Minds"
"Set 2","Hold Your Head Up"
"Set 2","Slave to the Traffic Light"
"Set 2","Hello My Baby"
"Encore","Good Times Bad Times"
