"Set","Song"
"Set 1","Wilson"
"Set 1","Jam"
"Set 1","Down with Disease"
"Set 1","Fee"
"Set 1","Poor Heart"
"Set 1","Reba"
"Set 1","The Mango Song"
"Set 1","Gumbo"
"Set 1","Stash"
"Set 1","Hello My Baby"
"Set 2","Runaway Jim"
"Set 2","You Enjoy Myself"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Cars Trucks Buses"
"Set 2","Tweezer"
"Set 2","Theme From the Bottom"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Sample in a Jar"
"Set 2","Tweezer Reprise"
"Encore","Julius"
