"Set","Song"
"Set 1","My Friend, My Friend"
"Set 1","Poor Heart"
"Set 1","AC/DC Bag"
"Set 1","Fee"
"Set 1","Reba"
"Set 1","I Didn't Know"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Rift"
"Set 1","Bathtub Gin"
"Set 1","Cavern"
"Set 2","Wilson"
"Set 2","Down with Disease"
"Set 2","Scent of a Mule"
"Set 2","Free"
"Set 2","Fluffhead"
"Set 2","Hold Your Head Up"
"Set 2","Whipping Post"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","A Day in the Life"
"Encore","Contact"
"Encore","Fire"
