"Set","Song"
"Set 1","Runaway Jim"
"Set 1","Punch You in the Eye"
"Set 1","All Things Reconsidered"
"Set 1","Bouncing Around the Room"
"Set 1","Stash"
"Set 1","Fluffhead"
"Set 1","The Old Home Place"
"Set 1","Uncle Pen"
"Set 1","Prince Caspian"
"Set 1","Chalk Dust Torture"
"Set 2","La Grange"
"Set 2","It's Ice"
"Set 2","Glide"
"Set 2","Brother"
"Set 2","Contact"
"Set 2","Also Sprach Zarathustra"
"Set 2","Timber (Jerry The Mule)"
"Set 2","Taste"
"Set 2","Funky Bitch"
"Set 2","Amazing Grace"
"Set 2","Amazing Grace Jam"
"Encore","Possum"
