"Set","Song"
"Set 1","Peaches en Regalia"
"Set 1","Poor Heart"
"Set 1","Cavern"
"Set 1","Cars Trucks Buses"
"Set 1","Character Zero"
"Set 1","The Curtain"
"Set 1","Down with Disease"
"Set 1","Train Song"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Sample in a Jar"
"Set 1","Run Like an Antelope"
"Set 2","Tweezer"
"Set 2","Sparkle"
"Set 2","Simple"
"Set 2","A Day in the Life"
"Set 2","Reba"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","Tweezer Reprise"
"Set 2","Johnny B. Goode"
"Set 2","Slave to the Traffic Light"
"Encore","Highway to Hell"
