"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Bathtub Gin"
"Set 1","Ya Mar"
"Set 1","AC/DC Bag"
"Set 1","Esther"
"Set 1","Divided Sky"
"Set 1","Halley's Comet"
"Set 1","David Bowie"
"Set 2","Split Open and Melt"
"Set 2","Sparkle"
"Set 2","Free"
"Set 2","The Squirming Coil"
"Set 2","Waste"
"Set 2","Talk"
"Set 2","Train Song"
"Set 2","Strange Design"
"Set 2","Hello My Baby"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Contact"
"Set 2","Weekapaug Groove"
"Set 3","Makisupa Policeman"
"Set 3","Also Sprach Zarathustra"
"Set 3","Down with Disease"
"Set 3","NICU"
"Set 3","Life on Mars?"
"Set 3","Harry Hood"
"Set 3","Jam"
"Encore","Amazing Grace"
"Set 4","Flatbed Truck Jam"
