"Set","Song"
"Set 1","The Old Home Place"
"Set 1","Punch You in the Eye"
"Set 1","Reba"
"Set 1","Cars Trucks Buses"
"Set 1","The Lizards"
"Set 1","Sample in a Jar"
"Set 1","Taste"
"Set 1","Fee"
"Set 1","Maze"
"Set 1","Suzy Greenberg"
"Set 2","The Curtain"
"Set 2","Runaway Jim"
"Set 2","It's Ice"
"Set 2","Brother"
"Set 2","Fluffhead"
"Set 2","Run Like an Antelope"
"Set 2","Golgi Apparatus"
"Set 2","Slave to the Traffic Light"
"Set 3","Wilson"
"Set 3","Frankenstein"
"Set 3","Scent of a Mule"
"Set 3","Tweezer"
"Set 3","A Day in the Life"
"Set 3","Possum"
"Set 3","Tweezer Reprise"
"Encore","Harpua"
