"Set","Song"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 1","Bouncing Around the Room"
"Set 1","Character Zero"
"Set 1","Punch You in the Eye"
"Set 1","Prince Caspian"
"Set 1","Ginseng Sullivan"
"Set 1","Train Song"
"Set 1","Chalk Dust Torture"
"Set 1","Taste"
"Set 1","Cavern"
"Set 2","Makisupa Policeman"
"Set 2","Maze"
"Set 2","McGrupp and the Watchful Hosemasters"
"Set 2","Split Open and Melt"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","My Mind's Got a Mind of its Own"
"Set 2","Mike's Song"
"Set 2","Sleeping Monkey"
"Set 2","Mean Mr. Mustard"
"Set 2","Weekapaug Groove"
"Encore","Funky Bitch"
