"Set","Song"
"Set 1","Ha Ha Ha"
"Set 1","Taste"
"Set 1","Makisupa Policeman"
"Set 1","Maze"
"Set 1","Billy Breathes"
"Set 1","Mound"
"Set 1","Guelah Papyrus"
"Set 1","I Didn't Know"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 2","Tube"
"Set 2","Prince Caspian"
"Set 2","Timber (Jerry The Mule)"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","NICU"
"Set 2","Free"
"Set 2","Strange Design"
"Set 2","Harry Hood"
"Set 2","Cavern"
"Set 2","The Star Spangled Banner"
"Encore","Johnny B. Goode"
