"Set","Song"
"Set 1","Cars Trucks Buses"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Poor Heart"
"Set 1","Taste"
"Set 1","Billy Breathes"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Ginseng Sullivan"
"Set 1","Reba"
"Set 1","Character Zero"
"Set 2","Also Sprach Zarathustra"
"Set 2","Simple"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","Scent of a Mule"
"Set 2","Tweezer"
"Set 2","Hello My Baby"
"Set 2","Tweezer Reprise"
"Set 2","Llama"
"Encore","Waste"
"Encore","Johnny B. Goode"
