"Set","Song"
"Set 1","Axilla"
"Set 1","Peaches en Regalia"
"Set 1","Punch You in the Eye"
"Set 1","Cars Trucks Buses"
"Set 1","Stash"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","Divided Sky"
"Set 1","Sample in a Jar"
"Set 1","Tweezer Reprise"
"Set 2","Chalk Dust Torture"
"Set 2","Wilson"
"Set 2","Sparkle"
"Set 2","Simple"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","Harry Hood"
"Set 2","Prince Caspian"
"Set 2","Character Zero"
"Set 3","Also Sprach Zarathustra"
"Set 3","Auld Lang Syne"
"Set 3","Down with Disease"
"Set 3","Suzy Greenberg"
"Set 3","Run Like an Antelope"
"Set 3","Bohemian Rhapsody"
"Set 3","Julius"
"Encore","Amazing Grace"
