"Set","Song"
"Set 1","Wilson"
"Set 1","Divided Sky"
"Set 1","Horn"
"Set 1","Split Open and Melt"
"Set 1","Ya Mar"
"Set 1","Funky Bitch"
"Set 1","Taste"
"Set 1","Theme From the Bottom"
"Set 1","Tweezer"
"Set 1","Llama"
"Set 2","It's Ice"
"Set 2","Prince Caspian"
"Set 2","Mike's Song"
"Set 2","Run Like an Antelope"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up"
"Set 2","Jam"
"Set 2","NICU"
"Set 2","Slave to the Traffic Light"
"Set 2","Suzy Greenberg"
"Set 3","David Bowie"
"Set 3","Free"
"Set 3","Hello My Baby"
"Encore","Bathtub Gin"
"Encore","Johnny B. Goode"
