"Set","Song"
"Set 1","Runaway Jim"
"Set 1","NICU"
"Set 1","Wolfman's Brother"
"Set 1","It's Ice"
"Set 1","Billy Breathes"
"Set 1","Ginseng Sullivan"
"Set 1","Split Open and Melt"
"Set 1","The Mango Song"
"Set 1","Frankenstein"
"Set 2","Makisupa Policeman"
"Set 2","Maze"
"Set 2","Bouncing Around the Room"
"Set 2","Digital Delay Loop Jam"
"Set 2","The Man Who Stepped Into Yesterday"
"Set 2","Avenu Malkenu"
"Set 2","Mike's Song"
"Set 2","Strange Design"
"Set 2","Weekapaug Groove"
"Set 2","The Star Spangled Banner"
"Encore","Johnny B. Goode"
