Set,Song
Set 1,The Landlady
Set 1,Bouncing Around the Room
Set 1,Donna Lee
Set 1,The Asse Festival
Set 1,Suzy Greenberg
Set 1,Uncle Pen
Set 1,Cavern
Set 1,The Squirming Coil
Set 1,Possum
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Magilla
Set 2,Foam
Set 2,Reba
Set 2,Llama
Set 2,The Ballad of Curtis Loew
Set 2,Fluffhead
Set 2,Hold Your Head Up
Set 2,Terrapin
Set 2,Hold Your Head Up
Set 2,Buried Alive
Set 2,David Bowie
Encore,Paul and Silas
Encore,The Lizards
Encore,Good Times Bad Times
Encore,Contact
Encore,AC/DC Bag
Encore,Carolina
