"Set","Song"
"Set 1","Cavern"
"Set 1","The Asse Festival"
"Set 1","Reba"
"Set 1","Ya Mar"
"Set 1","Foam"
"Set 1","You Enjoy Myself"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 2","Dinner and a Movie"
"Set 2","Stash"
"Set 2","Bouncing Around the Room"
"Set 2","Tube"
"Set 2","Uncle Pen"
"Set 2","The Sloth"
"Set 2","Possum"
"Set 2","The Lizards"
"Set 2","If I Only Had a Brain"
"Set 2","David Bowie"
"Set 2","Buried Alive"
"Set 2","David Bowie"
"Encore","Lawn Boy"
"Encore","Golgi Apparatus"
