"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","The Chase"
"Set 1","Possum"
"Set 1","Fee"
"Set 1","Reba"
"Set 1","You Enjoy Myself"
"Set 1","The Lizards"
"Set 1","Good Times Bad Times"
"Set 2","My Sweet One"
"Set 2","Dinner and a Movie"
"Set 2","Bouncing Around the Room"
"Set 2","Tweezer"
"Set 2","Uncle Pen"
"Set 2","Divided Sky"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Lawn Boy"
"Encore","Big Black Furry Creature from Mars"
