"Set","Song"
"Set 1","Dinner and a Movie"
"Set 1","Uncle Pen"
"Set 1","Stash"
"Set 1","Divided Sky"
"Set 1","Bouncing Around the Room"
"Set 1","The Landlady"
"Set 1","The Squirming Coil"
"Set 1","Paul and Silas"
"Set 1","The Asse Festival"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Buried Alive"
"Set 2","Goin' Down Slow"
"Set 2","My Sweet One"
"Set 2","Gumbo"
"Set 2","Good Times Bad Times"
"Set 2","Magilla"
"Set 2","Tube"
"Set 2","You Enjoy Myself"
"Set 2","Minute by Minute"
"Set 2","Possum"
"Encore","Golgi Apparatus"
