"Set","Song"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","You Enjoy Myself"
"Set 1","Possum"
"Set 1","Foam"
"Set 1","Carolina"
"Set 1","Rocky Top"
"Set 1","Dinner and a Movie"
"Set 1","Ya Mar"
"Set 1","Walk Away"
"Set 1","Bouncing Around the Room"
"Set 1","Run Like an Antelope"
"Set 2","Golgi Apparatus"
"Set 2","Reba"
"Set 2","Bathtub Gin"
"Set 2","Jesus Just Left Chicago"
"Set 2","Tela"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Highway to Hell"
"Encore","Contact"
"Encore","I Didn't Know"
"Encore","Good Times Bad Times"
