"Set","Song"
"Set 1","Llama"
"Set 1","Bouncing Around the Room"
"Set 1","Runaway Jim"
"Set 1","The Asse Festival"
"Set 1","Dinner and a Movie"
"Set 1","You Enjoy Myself"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Landlady"
"Set 1","Possum"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Gumbo"
"Set 2","Foam"
"Set 2","Stash"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Rocky Top"
"Set 2","Ya Mar"
"Set 2","Run Like an Antelope"
"Encore","Lawn Boy"
"Encore","Golgi Apparatus"
