"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Ya Mar"
"Set 1","Walk Away"
"Set 1","Uncle Pen"
"Set 1","Possum"
"Set 1","You Enjoy Myself"
"Set 1","Take the 'A' Train"
"Set 1","Cavern"
"Set 1","Jesus Just Left Chicago"
"Set 1","Divided Sky"
"Set 1","Good Times Bad Times"
"Set 2","David Bowie"
"Set 2","My Sweet One"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","Suzy Greenberg"
"Set 2","Tweezer"
"Set 2","The Lizards"
"Set 2","Runaway Jim"
"Set 2","Love You"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Encore","Carolina"
