Set,Song
Set 1,Buried Alive
Set 1,Runaway Jim
Set 1,Foam
Set 1,AC/DC Bag
Set 1,Divided Sky
Set 1,Cavern
Set 1,Eliza
Set 1,The Landlady
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 2,Llama
Set 2,The Asse Festival
Set 2,Dinner and a Movie
Set 2,Bouncing Around the Room
Set 2,Run Like an Antelope
Set 2,Tela
Set 2,Golgi Apparatus
Set 2,Hold Your Head Up
Set 2,No Good Trying
Set 2,Hold Your Head Up
Set 2,You Enjoy Myself
Encore,Funky Bitch
Encore 2,Contact
Encore 2,Highway to Hell
