"Set","Song"
"Set 1","Reba"
"Set 1","The Landlady"
"Set 1","Bouncing Around the Room"
"Set 1","Runaway Jim"
"Set 1","Cavern"
"Set 1","My Sweet One"
"Set 1","Buried Alive"
"Set 1","The Lizards"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 2","Suzy Greenberg"
"Set 2","You Enjoy Myself"
"Set 2","The Asse Festival"
"Set 2","Fee"
"Set 2","Llama"
"Set 2","Divided Sky"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","Good Times Bad Times"
"Encore","Possum"
