"Set","Song"
"Set 1","Take the 'A' Train"
"Set 1","Reba"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Bathtub Gin"
"Set 1","David Bowie"
"Set 1","Lawn Boy"
"Set 1","Bouncing Around the Room"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","AC/DC Bag"
"Set 2","Rocky Top"
"Set 2","Uncle Pen"
"Set 2","Run Like an Antelope"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Hold Your Head Up"
"Set 2","Fee"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Set 2","Fee"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Contact"
