"Set","Song"
"Set 1","Fee"
"Set 1","Reba"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","Foam"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Uncle Pen"
"Set 1","Bouncing Around the Room"
"Set 1","Split Open and Melt"
"Set 1","Runaway Jim"
"Set 1","The Squirming Coil"
"Set 1","The Lizards"
"Set 2","Take the 'A' Train"
"Set 2","Tweezer"
"Set 2","Harry Hood"
"Set 2","Caravan"
"Set 2","Divided Sky"
"Set 2","David Bowie"
"Set 2","Contact"
