"Set","Song"
"Set 1","Reba"
"Set 1","Cavern"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","AC/DC Bag"
"Set 1","Caravan"
"Set 1","Rocky Top"
"Set 1","Alumni Blues"
"Set 1","Letter to Jimmy Page"
"Set 1","Alumni Blues"
"Set 1","Ya Mar"
"Set 1","The Sloth"
"Set 1","McGrupp and the Watchful Hosemasters"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Runaway Jim"
"Set 1","David Bowie"
"Set 2","Funky Bitch"
"Set 2","Esther"
"Set 2","Uncle Pen"
"Set 2","La Grange"
"Set 2","Foam"
"Set 2","Harry Hood"
"Set 2","Jesus Just Left Chicago"
"Set 2","Divided Sky"
"Set 2","Love You"
"Set 2","Tweezer"
"Set 2","Whipping Post"
