"Set","Song"
"Set 1","Buried Alive"
"Set 1","The Squirming Coil"
"Set 1","My Sweet One"
"Set 1","Stash"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Runaway Jim"
"Set 1","Tube"
"Set 1","Divided Sky"
"Set 1","Jesus Just Left Chicago"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Run Like an Antelope"
"Set 2","Fluffhead"
"Set 2","Llama"
"Set 2","The Ballad of Curtis Loew"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Fee"
"Set 2","Possum"
"Set 2","Bike"
"Set 2","David Bowie"
