"Set","Song"
"Set 1","The Man Who Stepped Into Yesterday"
"Set 1","Avenu Malkenu"
"Set 1","Caravan"
"Set 1","Ya Mar"
"Set 1","Bouncing Around the Room"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","The Sloth"
"Set 1","Possum"
"Set 1","Donna Lee"
"Set 1","Run Like an Antelope"
"Set 2","Reba"
"Set 2","The Oh Kee Pa Ceremony"
"Set 2","AC/DC Bag"
"Set 2","The Curtain"
"Set 2","Dog Log"
"Set 2","Slave to the Traffic Light"
"Set 2","Highway to Hell"
"Set 2","You Enjoy Myself"
"Set 2","La Grange"
"Set 2","Contact"
"Set 2","Big Black Furry Creature from Mars"
"Encore","Whipping Post"
