"Set","Song"
"Set 1","Possum"
"Set 1","Ya Mar"
"Set 1","Fee"
"Set 1","Walk Away"
"Set 1","Tweezer"
"Set 1","Uncle Pen"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Take the 'A' Train"
"Set 1","Runaway Jim"
"Set 1","You Enjoy Myself"
"Set 1","Good Times Bad Times"
"Set 2","Funky Bitch"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Jesus Just Left Chicago"
"Set 2","The Lizards"
"Set 2","Split Open and Melt"
"Set 2","Contact"
"Set 2","La Grange"
"Set 2","Rift"
"Set 2","Cavern"
"Set 2","Highway to Hell"
"Set 2","If I Only Had a Brain"
"Encore","Carolina"
"Encore","Sweet Adeline"
"Encore","Whipping Post"
