"Set","Song"
"Set 1","Dinner and a Movie"
"Set 1","Bouncing Around the Room"
"Set 1","Llama"
"Set 1","The Squirming Coil"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","Magilla"
"Set 1","Foam"
"Set 1","Runaway Jim"
"Set 1","You Enjoy Myself"
"Set 1","Good Times Bad Times"
"Set 2","The Landlady"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Paul and Silas"
"Set 2","Stash"
"Set 2","Fee"
"Set 2","Uncle Pen"
"Set 2","Reba"
"Set 2","Possum"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Run Like an Antelope"
"Encore","Fluffhead"
"Encore 2","Fire"
