Set,Song
Set 1,Runaway Jim
Set 1,Foam
Set 1,Horn
Set 1,Reba
Set 1,Llama
Set 1,Colonel Forbin's Ascent
Set 1,Fly Famous Mockingbird
Set 1,Mike's Song
Set 1,I Am Hydrogen
Set 1,Weekapaug Groove
Set 1,Golgi Apparatus
Set 2,The Landlady
Set 2,Possum
Set 2,The Squirming Coil
Set 2,Tweezer
Set 2,Manteca
Set 2,Tweezer
Set 2,The Oh Kee Pa Ceremony
Set 2,My Sweet One
Set 2,Divided Sky
Set 2,No Good Trying
Set 2,Hold Your Head Up
Set 2,Don't Get Me Wrong
Set 2,Funky Bitch
Encore,Bouncing Around the Room
Encore,Highway to Hell
