"Set","Song"
"Set 1","Cars Trucks Buses"
"Set 1","Peaches en Regalia"
"Set 1","AC/DC Bag"
"Set 1","Guyute"
"Set 1","Possum"
"Set 1","Halley's Comet"
"Set 1","46 Days"
"Set 1","Divided Sky"
"Set 1","The Ballad of Curtis Loew"
"Set 1","Run Like an Antelope"
"Set 2","Twist"
"Set 2","Rift"
"Set 2","Prince Caspian"
"Set 2","Esther"
"Set 2","Been Caught Stealing"
"Set 2","Piper"
"Set 2","My Friend, My Friend"
"Set 2","Kill Devil Falls"
"Set 2","Split Open and Melt"
"Set 2","Golgi Apparatus"
"Set 2","First Tube"
"Encore","Good Times Bad Times"
