"Set","Song"
"Set 1","Paul and Silas"
"Set 1","Back on the Train"
"Set 1","Foam"
"Set 1","Water in the Sky"
"Set 1","Runaway Jim"
"Set 1","Army of One"
"Set 1","Roses Are Free"
"Set 1","Timber (Jerry The Mule)"
"Set 1","Mound"
"Set 2","Mound"
"Set 2","Tweezer"
"Set 2","Julius"
"Set 2","Slave to the Traffic Light"
"Set 2","David Bowie"
"Set 2","Suzy Greenberg"
"Set 2","Gotta Jibboo"
"Set 2","Harry Hood"
"Set 2","Character Zero"
"Set 2","The Birdwatcher"
"Set 2","Kung"
"Encore","Funky Bitch"
"Encore","Tweezer Reprise"
