"Set","Song"
"Set 1","Rocky Top"
"Set 1","Mike's Song"
"Set 1","I Am Hydrogen"
"Set 1","Weekapaug Groove"
"Set 1","Stash"
"Set 1","Tube"
"Set 1","Guyute"
"Set 1","Guelah Papyrus"
"Set 1","Scent of a Mule"
"Set 1","Cavern"
"Set 1","The Sloth"
"Set 1","The Curtain With"
"Set 2","Down with Disease"
"Set 2","Free"
"Set 2","Possum"
"Set 2","Big Black Furry Creature from Mars"
"Set 2","Swept Away"
"Set 2","Steep"
"Set 2","David Bowie"
"Set 2","Julius"
"Set 2","Golgi Apparatus"
"Set 2","Fluffhead"
"Set 2","Joy"
"Encore","Bold As Love"
