"Set","Song"
"Set 1","Daniel Saw the Stone"
"Set 1","AC/DC Bag"
"Set 1","Ocelot"
"Set 1","Access Me"
"Set 1","Vultures"
"Set 1","Wilson"
"Set 1","Sand"
"Set 1","Roses Are Free"
"Set 1","Reba"
"Set 1","On Your Way Down"
"Set 1","Run Like an Antelope"
"Set 2","Birds of a Feather"
"Set 2","Tweezer"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Waves"
"Set 2","Chalk Dust Torture"
"Set 2","Rock and Roll"
"Set 2","Albuquerque"
"Set 2","Piper"
"Set 2","Wading in the Velvet Sea"
"Set 2","Also Sprach Zarathustra"
"Set 2","Stealing Time From the Faulty Plan"
"Set 2","Suzy Greenberg"
"Encore","Show of Life"
"Encore","Tweezer Reprise"
