"Set","Song"
"Set 1","Soul Shakedown Party"
"Set 1","AC/DC Bag"
"Set 1","The Curtain"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Destiny Unbound"
"Set 1","Big Black Furry Creature from Mars"
"Set 1","Wilson"
"Set 1","Mound"
"Set 1","A Song I Heard the Ocean Sing"
"Set 1","Time Loves a Hero"
"Set 1","Reba"
"Set 1","David Bowie"
"Set 2","Big Balls"
"Set 2","Down with Disease"
"Set 2","No Quarter"
"Set 2","Party Time"
"Set 2","Ghost"
"Set 2","Gotta Jibboo"
"Set 2","Light"
"Set 2","Waves"
"Set 2","What's the Use?"
"Set 2","Meatstick"
"Set 2","Stealing Time From the Faulty Plan"
"Set 2","The Star Spangled Banner"
"Encore","First Tube"
