"Set","Song"
"Set 1","Punch You in the Eye"
"Set 1","Prince Caspian"
"Set 1","Backwards Down the Number Line"
"Set 1","Nellie Kane"
"Set 1","Divided Sky"
"Set 1","Sand"
"Set 1","Vultures"
"Set 1","Rift"
"Set 1","Joy"
"Set 1","Quinn the Eskimo"
"Set 2","Wilson"
"Set 2","Axilla"
"Set 2","Piper"
"Set 2","Twist"
"Set 2","Julius"
"Set 2","Golgi Apparatus"
"Set 2","Also Sprach Zarathustra"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","David Bowie"
"Set 2","The Squirming Coil"
"Encore","Boogie On Reggae Woman"
"Encore","Good Times Bad Times"
