"Set","Song"
"Set 1","Nellie Kane"
"Set 1","Mellow Mood"
"Set 1","Buffalo Bill"
"Set 1","Kill Devil Falls"
"Set 1","Wolfman's Brother"
"Set 1","Rift"
"Set 1","Undermind"
"Set 1","Ride Captain Ride"
"Set 1","It's Ice"
"Set 1","Dog Faced Boy"
"Set 1","Brian and Robert"
"Set 1","46 Days"
"Set 1","Limb By Limb"
"Set 1","Character Zero"
"Set 2","Golden Age"
"Set 2","Mike's Song"
"Set 2","Fast Enough for You"
"Set 2","Weekapaug Groove"
"Set 2","What's the Use?"
"Set 2","Theme From the Bottom"
"Set 2","Backwards Down the Number Line"
"Set 2","Also Sprach Zarathustra"
"Set 2","Harry Hood"
"Encore","Good Times Bad Times"
