"Set","Song"
"Set 1","AC/DC Bag"
"Set 1","Sample in a Jar"
"Set 1","Rift"
"Set 1","Ocelot"
"Set 1","Ya Mar"
"Set 1","Timber (Jerry The Mule)"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","46 Days"
"Set 1","Twenty Years Later"
"Set 1","The Ballad of Curtis Loew"
"Set 1","Run Like an Antelope"
"Set 2","Mike's Song"
"Set 2","Simple"
"Set 2","Weekapaug Groove"
"Set 2","Meatstick"
"Set 2","Fluffhead"
"Set 2","Joy"
"Set 2","Also Sprach Zarathustra"
"Set 2","Light"
"Set 2","Slave to the Traffic Light"
"Encore","Loving Cup"
"Encore","Tweezer Reprise"
