"Set","Song"
"Set 1","Dogs Stole Things"
"Set 1","Stealing Time From the Faulty Plan"
"Set 1","Poor Heart"
"Set 1","Alaska"
"Set 1","Halley's Comet"
"Set 1","It's Ice"
"Set 1","When the Circus Comes"
"Set 1","Ya Mar"
"Set 1","Stash"
"Set 1","Funky Bitch"
"Set 1","Instant Karma!"
"Set 1","Run Like an Antelope"
"Set 2","Down with Disease"
"Set 2","Runaway Jim"
"Set 2","Ghost"
"Set 2","Golden Age"
"Set 2","Also Sprach Zarathustra"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Guyute"
"Set 2","Wading in the Velvet Sea"
"Set 2","You Enjoy Myself"
"Encore","Show of Life"
"Encore","Good Times Bad Times"
