"Set","Song"
"Set 1","Down with Disease"
"Set 1","Cavern"
"Set 1","Possum"
"Set 1","Cities"
"Set 1","Peaches en Regalia"
"Set 1","Kill Devil Falls"
"Set 1","Lawn Boy"
"Set 1","Tube"
"Set 1","Back on the Train"
"Set 1","Wilson"
"Set 1","Axilla"
"Set 1","Split Open and Melt"
"Set 1","Backwards Down the Number Line"
"Set 2","Carini"
"Set 2","Crosseyed and Painless"
"Set 2","Twist"
"Set 2","Piper"
"Set 2","Mike's Song"
"Set 2","Joy"
"Set 2","Weekapaug Groove"
"Set 2","50 Ways to Leave Your Lover"
"Set 2","Hold Your Head Up"
"Set 2","Weekapaug Groove"
"Set 2","Character Zero"
"Set 2","Quinn the Eskimo"
"Encore","Stealing Time From the Faulty Plan"
"Encore","Julius"
