"Set","Song"
"Set 1","Kill Devil Falls"
"Set 1","Guyute"
"Set 1","Fuck Your Face"
"Set 1","Foam"
"Set 1","Ocelot"
"Set 1","Rocket in My Pocket"
"Set 1","Back on the Train"
"Set 1","Guelah Papyrus"
"Set 1","Tube"
"Set 1","Run Like an Antelope"
"Set 2","Birds of a Feather"
"Set 2","Possum"
"Set 2","Steam"
"Set 2","Piper"
"Set 2","The Lizards"
"Set 2","Sneakin' Sally Through the Alley"
"Set 2","Harry Hood"
"Set 2","Have Mercy"
"Set 2","Harry Hood"
"Set 2","Character Zero"
"Encore","Slave to the Traffic Light"
