Set,Song
Set 1,Chalk Dust Torture
Set 1,Guelah Papyrus
Set 1,Divided Sky
Set 1,The Horse
Set 1,Silent in the Morning
Set 1,It's Ice
Set 1,Sparkle
Set 1,Split Open and Melt
Set 1,Esther
Set 1,Poor Heart
Set 1,Cavern
Set 2,Also Sprach Zarathustra
Set 2,Run Like an Antelope
Set 2,Sparks
Set 2,Walk Away
Set 2,Run Like an Antelope
Set 2,Have Mercy
Set 2,Run Like an Antelope
Set 2,Mound
Set 2,The Squirming Coil
Set 2,Daniel Saw the Stone
Set 2,You Enjoy Myself
Set 2,Purple Rain
Set 2,Hold Your Head Up
Set 2,Golgi Apparatus
Encore,La Grange
