"Set","Song"
"Set 1","Buried Alive"
"Set 1","Rift"
"Set 1","Foam"
"Set 1","Guelah Papyrus"
"Set 1","Maze"
"Set 1","Esther"
"Set 1","Divided Sky"
"Set 1","Lawn Boy"
"Set 1","Uncle Pen"
"Set 1","Cavern"
"Set 2","Also Sprach Zarathustra"
"Set 2","Poor Heart"
"Set 2","Run Like an Antelope"
"Set 2","Mound"
"Set 2","Fast Enough for You"
"Set 2","All Things Reconsidered"
"Set 2","Fee"
"Set 2","You Enjoy Myself"
"Set 2","Purple Rain"
"Set 2","Hold Your Head Up"
"Set 2","Golgi Apparatus"
"Encore","Rocky Top"
"Encore","Free Bird"
