Set,Song
Set 1,Llama
Set 1,Bouncing Around the Room
Set 1,Poor Heart
Set 1,Stash
Set 1,Makisupa Policeman
Set 1,Reba
Set 1,Maze
Set 1,Colonel Forbin's Ascent
Set 1,Fly Famous Mockingbird
Set 1,Cavern
Set 2,Also Sprach Zarathustra
Set 2,Mike's Song
Set 2,Kung
Set 2,Mike's Song
Set 2,The Man Who Stepped Into Yesterday
Set 2,Avenu Malkenu
Set 2,The Sloth
Set 2,Sparkle
Set 2,My Friend, My Friend
Set 2,McGrupp and the Watchful Hosemasters
Set 2,Purple Rain
Set 2,Hold Your Head Up
Set 2,Run Like an Antelope
Encore,Carolina
Encore,La Grange
