"Set","Song"
"Set 1","The Landlady"
"Set 1","Funky Bitch"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","The Lizards"
"Set 1","The Sloth"
"Set 1","Maze"
"Set 1","Fee"
"Set 1","It's Ice"
"Set 1","Lawn Boy"
"Set 1","Run Like an Antelope"
"Set 2","Walk Away"
"Set 2","Runaway Jim"
"Set 2","Mound"
"Set 2","Bathtub Gin"
"Set 2","Big Ball Jam"
"Set 2","You Enjoy Myself"
"Set 2","My Life As a Pez"
"Set 2","You Enjoy Myself"
"Set 2","Paul and Silas"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Encore","Contact"
"Encore","Big Black Furry Creature from Mars"
