"Set","Song"
"Set 1","Suzy Greenberg"
"Set 1","Llama"
"Set 1","Foam"
"Set 1","Bouncing Around the Room"
"Set 1","Rift"
"Set 1","Stash"
"Set 1","Fluffhead"
"Set 1","Cavern"
"Set 1","Run Like an Antelope"
"Set 2","Runaway Jim"
"Set 2","It's Ice"
"Set 2","Uncle Pen"
"Set 2","Sample in a Jar"
"Set 2","The Lizards"
"Set 2","Mike's Song"
"Set 2","I Am Hydrogen"
"Set 2","Weekapaug Groove"
"Set 2","Hold Your Head Up"
"Set 2","Love You"
"Set 2","Hold Your Head Up"
"Set 2","Golgi Apparatus"
"Encore","Amazing Grace"
"Encore","Chalk Dust Torture"
