Set,Song
Set 1,Golgi Apparatus
Set 1,Rift
Set 1,Guelah Papyrus
Set 1,The Oh Kee Pa Ceremony
Set 1,Llama
Set 1,Colonel Forbin's Ascent
Set 1,Fly Famous Mockingbird
Set 1,How High the Moon
Set 1,Fly Famous Mockingbird
Set 1,Sparkle
Set 1,It's Ice
Set 1,Glide
Set 1,David Bowie
Set 2,Poor Heart
Set 2,Cavern
Set 2,Uncle Pen
Set 2,Stash
Set 2,Big Ball Jam
Set 2,My Friend, My Friend
Set 2,Kung
Set 2,You Enjoy Myself
Set 2,The Lizards
Set 2,Amazing Grace
Encore,Love You
Encore,Hold Your Head Up
Encore,Chalk Dust Torture
