"Set","Song"
"Set 1","Chalk Dust Torture"
"Set 1","Guelah Papyrus"
"Set 1","Poor Heart"
"Set 1","Brother"
"Set 1","The Oh Kee Pa Ceremony"
"Set 1","Suzy Greenberg"
"Set 1","All Things Reconsidered"
"Set 1","Bathtub Gin"
"Set 1","Makisupa Policeman"
"Set 1","My Mind's Got a Mind of its Own"
"Set 1","Dog Log"
"Set 1","La Grange"
"Set 2","Also Sprach Zarathustra"
"Set 2","Mike's Song"
"Set 2","Sparks"
"Set 2","The Ballad of Curtis Loew"
"Set 2","Rift"
"Set 2","The Squirming Coil"
"Set 2","Weekapaug Groove"
"Set 2","Hold Your Head Up"
"Set 2","Bike"
"Set 2","Hold Your Head Up"
"Set 2","Run Like an Antelope"
"Encore","Sleeping Monkey"
"Encore","Amazing Grace"
