"Set","Song"
"Set 1","Buried Alive"
"Set 1","Poor Heart"
"Set 1","Cavern"
"Set 1","Possum"
"Set 1","Guelah Papyrus"
"Set 1","Rift"
"Set 1","Stash"
"Set 1","Fluffhead"
"Set 1","The Horse"
"Set 1","Silent in the Morning"
"Set 1","David Bowie"
"Set 2","AC/DC Bag"
"Set 2","My Friend, My Friend"
"Set 2","Sparkle"
"Set 2","You Enjoy Myself"
"Set 2","Mound"
"Set 2","Big Ball Jam"
"Set 2","Chalk Dust Torture"
"Set 2","Hold Your Head Up"
"Set 2","Lengthwise"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Golgi Apparatus"
"Encore","Sweet Adeline"
"Encore","Carolina"
"Encore","Rocky Top"
