Set,Song
Set 1,Llama
Set 1,Guelah Papyrus
Set 1,Stash
Set 1,Ginseng Sullivan
Set 1,Reba
Set 1,Peaches en Regalia
Set 1,I Didn't Know
Set 1,Run Like an Antelope
Set 2,Tweezer
Set 2,Halley's Comet
Set 2,Poor Heart
Set 2,It's Ice
Set 2,Fee
Set 2,Possum
Set 2,Lawn Boy
Set 2,You Enjoy Myself
Set 3,Auld Lang Syne
Set 3,Down with Disease Jam
Set 3,Split Open and Melt
Set 3,The Lizards
Set 3,Sparkle
Set 3,Suzy Greenberg
Set 3,Hold Your Head Up
Set 3,Cracklin' Rosie
Set 3,Hold Your Head Up
Set 3,Harry Hood
Set 3,Tweezer Reprise
Encore,Golgi Apparatus
Encore,Amazing Grace
