"Set","Song"
"Set 1","Llama"
"Set 1","Guelah Papyrus"
"Set 1","Rift"
"Set 1","Stash"
"Set 1","The Squirming Coil"
"Set 1","My Friend, My Friend"
"Set 1","Paul and Silas"
"Set 1","Fluffhead"
"Set 1","Lawn Boy"
"Set 1","Run Like an Antelope"
"Set 2","Axilla"
"Set 2","The Curtain"
"Set 2","Possum"
"Set 2","Fee"
"Set 2","Ya Mar"
"Set 2","Tweezer"
"Set 2","Poor Heart"
"Set 2","Big Ball Jam"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Cavern"
"Encore","Carolina"
"Encore","Tweezer Reprise"
