Set,Song
Set 1,Suzy Greenberg
Set 1,Buried Alive
Set 1,Poor Heart
Set 1,It's Ice
Set 1,Sparkle
Set 1,Colonel Forbin's Ascent
Set 1,Fly Famous Mockingbird
Set 1,Rift
Set 1,I Didn't Know
Set 1,Split Open and Melt
Set 1,Fee
Set 1,Runaway Jim
Set 2,Llama
Set 2,Fast Enough for You
Set 2,My Mind's Got a Mind of its Own
Set 2,Reba
Set 2,Tweezer
Set 2,Big Ball Jam
Set 2,Glide
Set 2,You Enjoy Myself
Set 2,The Squirming Coil
Set 2,If I Only Had a Brain
Set 2,Tweezer Reprise
Encore,Amazing Grace
Encore,Contact
Encore,Big Black Furry Creature from Mars
