Set,Song
Set 1,Chalk Dust Torture
Set 1,Guelah Papyrus
Set 1,Rift
Set 1,Mound
Set 1,Stash
Set 1,Kung
Set 1,Stash
Set 1,Glide
Set 1,My Friend, My Friend
Set 1,Reba
Set 1,Satin Doll
Set 1,Cavern
Set 2,David Bowie
Set 2,Jessica Jam
Set 2,David Bowie
Set 2,Have Mercy
Set 2,David Bowie
Set 2,The Horse
Set 2,Silent in the Morning
Set 2,It's Ice
Set 2,The Squirming Coil
Set 2,Jam
Set 2,Big Ball Jam
Set 2,Mike's Song
Set 2,Crossroads
Set 2,Mike's Song
Set 2,I Am Hydrogen
Set 2,Weekapaug Groove
Set 2,Amazing Grace
Set 2,Amazing Grace Jam
Encore,AC/DC Bag
