"Set","Song"
"Set 1","Loving Cup"
"Set 1","Foam"
"Set 1","Guelah Papyrus"
"Set 1","Reba"
"Set 1","The Sloth"
"Set 1","Divided Sky"
"Set 1","Tela"
"Set 1","Llama"
"Set 1","I Didn't Know"
"Set 1","Catapult"
"Set 1","Run Like an Antelope"
"Set 2","Runaway Jim"
"Set 2","It's Ice"
"Set 2","The Squirming Coil"
"Set 2","Tweezer"
"Set 2","I Walk the Line"
"Set 2","Sparkle"
"Set 2","You Enjoy Myself"
"Set 2","The Horse"
"Set 2","Silent in the Morning"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Possum"
"Encore","Sweet Adeline"
"Encore","Amazing Grace"
"Encore","Tweezer Reprise"
