"Set","Song"
"Set 1","Golgi Apparatus"
"Set 1","Maze"
"Set 1","Guelah Papyrus"
"Set 1","Sparkle"
"Set 1","Split Open and Melt"
"Set 1","Esther"
"Set 1","The Wedge"
"Set 1","Chalk Dust Torture"
"Set 1","I Didn't Know"
"Set 1","Take the 'A' Train"
"Set 1","Run Like an Antelope"
"Set 2","My Friend, My Friend"
"Set 2","All Things Reconsidered"
"Set 2","Reba"
"Set 2","Poor Heart"
"Set 2","Big Ball Jam"
"Set 2","Fast Enough for You"
"Set 2","You Enjoy Myself"
"Set 2","Ya Mar"
"Set 2","Hold Your Head Up"
"Set 2","Terrapin"
"Set 2","Hold Your Head Up"
"Set 2","Harry Hood"
"Set 2","Harpua"
"Encore","Amazing Grace"
"Encore","Good Times Bad Times"
