"Set","Song"
"Set 1","Sample in a Jar"
"Set 1","All Things Reconsidered"
"Set 1","Caravan"
"Set 1","Runaway Jim"
"Set 1","Fee"
"Set 1","Paul and Silas"
"Set 1","Stash"
"Set 1","Colonel Forbin's Ascent"
"Set 1","Fly Famous Mockingbird"
"Set 1","Chalk Dust Torture"
"Set 2","Rift"
"Set 2","Tweezer"
"Set 2","The Lizards"
"Set 2","The Landlady"
"Set 2","Bouncing Around the Room"
"Set 2","Maze"
"Set 2","Glide"
"Set 2","Sweet Adeline"
"Set 2","Ginseng Sullivan"
"Set 2","Nellie Kane"
"Set 2","Free Bird"
"Encore","Harry Hood"
