"Set","Song"
"Set 1","Split Open and Melt"
"Set 1","Poor Heart"
"Set 1","The Curtain"
"Set 1","Sample in a Jar"
"Set 1","Rift"
"Set 1","Horn"
"Set 1","Divided Sky"
"Set 1","Nellie Kane"
"Set 1","Chalk Dust Torture"
"Set 1","Suzy Greenberg"
"Set 2","Buried Alive"
"Set 2","Tweezer"
"Set 2","Guelah Papyrus"
"Set 2","The Squirming Coil"
"Set 2","Uncle Pen"
"Set 2","You Enjoy Myself"
"Set 2","Cocaine Jam"
"Set 2","You Enjoy Myself"
"Set 2","Halley's Comet"
"Set 2","Slave to the Traffic Light"
"Set 2","Hold Your Head Up"
"Set 2","Cracklin' Rosie"
"Set 2","Hold Your Head Up"
"Set 2","Tweezer Reprise"
"Encore","Amazing Grace"
